[3, 0, 0]	20.40521359874317
[3, 0, 1]	17.276197995863022
[3, 0, 2]	17.601844621054536
[3, 0, 3]	17.25439005270323
[3, 0, 4]	17.319914947221616
[3, 0, 5]	16.53061715387093
[3, 0, 6]	15.555541933661654
[3, 1, 0]	19.68703647305948
[3, 1, 1]	16.41271198977643
[3, 1, 2]	16.925512278579316
[3, 1, 3]	16.61165540540129
[3, 1, 4]	16.160107419186303
[3, 1, 5]	15.832497441155462
[3, 1, 6]	15.364370270396241
[3, 10, 0]	15.792245838246089
[3, 10, 1]	15.261493329051431
[3, 10, 2]	15.93810925783485
[3, 10, 3]	16.30214075876192
[3, 10, 4]	16.080729421785076
[3, 10, 5]	13.143838603285518
[3, 10, 6]	13.905262614980442
[3, 11, 0]	16.17422854439143
[3, 11, 1]	15.433695314990839
[3, 11, 2]	16.34197199387861
[3, 11, 3]	16.615542982468714
[3, 11, 4]	16.38474991537654
[3, 11, 5]	13.390678702178493
[3, 11, 6]	13.940995981214432
[3, 12, 0]	16.282810720389826
[3, 12, 1]	15.430570743504797
[3, 12, 2]	16.544916132322516
[3, 12, 3]	17.02373108252729
[3, 12, 4]	16.61745941219783
[3, 12, 5]	13.700263177960306
[3, 12, 6]	14.484117559352311
[3, 13, 0]	16.38637314883534
[3, 13, 1]	15.864056889450703
[3, 13, 2]	17.298944478583774
[3, 13, 3]	17.851531498394657
[3, 13, 4]	17.00853579230275
[3, 13, 5]	14.254259457054172
[3, 13, 6]	15.15122902764985
[3, 14, 0]	16.62469914309496
[3, 14, 1]	16.017420900045288
[3, 14, 2]	17.232419968337283
[3, 14, 3]	18.193252459930395
[3, 14, 4]	17.451055929438706
[3, 14, 5]	14.67993677474162
[3, 14, 6]	16.21387120346392
[3, 15, 0]	16.592225876866596
[3, 15, 1]	15.852790671648188
[3, 15, 2]	17.06561720209403
[3, 15, 3]	18.295222864452015
[3, 15, 4]	17.562402247232335
[3, 15, 5]	14.855918342093966
[3, 15, 6]	16.797449883663646
[3, 16, 0]	18.042703708594157
[3, 16, 1]	17.33124934085766
[3, 16, 2]	18.864639905252556
[3, 16, 3]	19.769173255703436
[3, 16, 4]	18.880767666578635
[3, 16, 5]	14.73631308287822
[3, 16, 6]	16.793010721933754
[3, 17, 0]	16.983800284304177
[3, 17, 1]	16.444131525273395
[3, 17, 2]	17.585606638175037
[3, 17, 3]	18.34339560985185
[3, 17, 4]	17.510178429370153
[3, 17, 5]	14.502202293992317
[3, 17, 6]	16.486961563093033
[3, 18, 0]	16.008802509992595
[3, 18, 1]	17.727856811936284
[3, 18, 2]	16.515468995342214
[3, 18, 3]	16.70180986005624
[3, 18, 4]	16.314710427802392
[3, 18, 5]	13.990148658698722
[3, 18, 6]	15.850448864622033
[3, 19, 0]	15.741789679794332
[3, 19, 1]	15.277445970111039
[3, 19, 2]	16.20599355997634
[3, 19, 3]	16.54377192830582
[3, 19, 4]	15.94514029882594
[3, 19, 5]	14.164873520747108
[3, 19, 6]	15.69852857863186
[3, 2, 0]	18.22057571817039
[3, 2, 1]	16.031631874536583
[3, 2, 2]	17.007477382017846
[3, 2, 3]	15.890491018705909
[3, 2, 4]	15.659892363689025
[3, 2, 5]	15.399850275361139
[3, 2, 6]	15.354934237853096
[3, 20, 0]	15.678553676037785
[3, 20, 1]	15.365148446566707
[3, 20, 2]	16.05710221197255
[3, 20, 3]	16.37797821085915
[3, 20, 4]	15.591262959487404
[3, 20, 5]	14.780932733913335
[3, 20, 6]	16.250329221689736
[3, 21, 0]	16.197433387798725
[3, 21, 1]	16.06818687365222
[3, 21, 2]	16.50227081709119
[3, 21, 3]	16.90277786154788
[3, 21, 4]	15.868536399794348
[3, 21, 5]	15.181319354501266
[3, 21, 6]	16.72184799033714
[3, 22, 0]	16.649822266774542
[3, 22, 1]	16.64261921436027
[3, 22, 2]	16.978409009557595
[3, 22, 3]	17.34474521935207
[3, 22, 4]	16.438219032737116
[3, 22, 5]	15.522444929681589
[3, 22, 6]	18.422694147476886
[3, 23, 0]	17.47287307865713
[3, 23, 1]	17.27000934736513
[3, 23, 2]	17.394545329682096
[3, 23, 3]	17.670885100926263
[3, 23, 4]	16.986778054355376
[3, 23, 5]	16.03912976620376
[3, 23, 6]	19.860621998696352
[3, 3, 0]	18.28883687490132
[3, 3, 1]	16.230832383125353
[3, 3, 2]	17.50601797483577
[3, 3, 3]	16.90531820287067
[3, 3, 4]	16.424534197095852
[3, 3, 5]	15.996357103092873
[3, 3, 6]	15.677216547294654
[3, 4, 0]	21.795900838862302
[3, 4, 1]	18.38125510899298
[3, 4, 2]	19.90678104392431
[3, 4, 3]	20.192967669592427
[3, 4, 4]	20.22441697976039
[3, 4, 5]	17.57629589548885
[3, 4, 6]	17.08128764502286
[3, 5, 0]	21.591044198516926
[3, 5, 1]	18.083058239027036
[3, 5, 2]	19.34133408941352
[3, 5, 3]	20.327765055594767
[3, 5, 4]	21.095153131186052
[3, 5, 5]	20.826286076749316
[3, 5, 6]	20.056067382880748
[3, 6, 0]	16.393886722866988
[3, 6, 1]	14.814524377766153
[3, 6, 2]	15.135161792161815
[3, 6, 3]	15.892669724196614
[3, 6, 4]	16.296061269151785
[3, 6, 5]	19.677382655728223
[3, 6, 6]	20.116308211178346
[3, 7, 0]	14.8068903925165
[3, 7, 1]	14.135772450457887
[3, 7, 2]	14.499646568853017
[3, 7, 3]	14.606266366748153
[3, 7, 4]	14.532465861387703
[3, 7, 5]	16.146780367468107
[3, 7, 6]	17.884824131089324
[3, 8, 0]	15.082638943192709
[3, 8, 1]	14.36155575358702
[3, 8, 2]	14.907604712334534
[3, 8, 3]	15.118939288941126
[3, 8, 4]	15.066199441551346
[3, 8, 5]	13.945318140974235
[3, 8, 6]	15.442457006755673
[3, 9, 0]	15.407340852285504
[3, 9, 1]	14.753088266997892
[3, 9, 2]	15.382085430660746
[3, 9, 3]	15.736632612012666
[3, 9, 4]	15.7315044278208
[3, 9, 5]	13.149422371699014
[3, 9, 6]	14.123488949133877
[4, 0, 0]	19.80647470053675
[4, 0, 1]	18.794717807035205
[4, 0, 2]	18.67812945973316
[4, 0, 3]	17.856533620807255
[4, 0, 4]	18.15557276678711
[4, 0, 5]	16.9124526059859
[4, 0, 6]	15.542700442549934
[4, 1, 0]	18.431992453922554
[4, 1, 1]	17.60355366026755
[4, 1, 2]	18.574224053254458
[4, 1, 3]	17.021952936812973
[4, 1, 4]	17.693392430957694
[4, 1, 5]	16.25433095878572
[4, 1, 6]	15.213919323210398
[4, 10, 0]	15.993256704988335
[4, 10, 1]	15.57174358566604
[4, 10, 2]	15.901819135946711
[4, 10, 3]	15.979665633014918
[4, 10, 4]	15.97471915931524
[4, 10, 5]	13.695509758832543
[4, 10, 6]	14.093601629098034
[4, 11, 0]	19.70811885113746
[4, 11, 1]	16.010772072533218
[4, 11, 2]	15.97254091588818
